date,district,disaster
2022-02-06,Matale,none
2022-02-06,Matara,none
2022-02-06,Monaragala,none
2022-02-06,Mullaitivu,none
2022-02-06,Nuwara Eliya,none
2022-02-06,Polonnaruwa,none
2022-02-06,Puttalam,none
2022-02-06,Ratnapura,none
2022-02-06,Trincomalee,none
2022-02-06,Vavuniya,none
2022-02-07,Ampara,none
2022-02-07,Anuradhapura,none
2022-02-07,Badulla,none
2022-02-07,Batticaloa,none
2022-02-07,Colombo,none
2022-02-07,Galle,none
2022-02-07,Gampaha,none
2022-02-07,Hambantota,none
2022-02-07,Jaffna,none
2022-02-07,Kalutara,none
2022-02-07,Kandy,none
2022-02-07,Kegalle,none
2022-02-07,Kilinochchi,none
2022-02-07,Kurunegala,none
2022-02-07,Mannar,none
2022-02-07,Matale,none
2022-02-07,Matara,none
2022-02-07,Monaragala,none
2022-02-07,Mullaitivu,none
2022-02-07,Nuwara Eliya,none
2022-02-07,Polonnaruwa,none
2022-02-07,Puttalam,none
2022-02-07,Ratnapura,none
2022-02-07,Trincomalee,none
2022-02-07,Vavuniya,none
2022-02-08,Ampara,none
2022-02-08,Anuradhapura,none
2022-02-08,Badulla,none
2022-02-08,Batticaloa,none
2022-02-08,Colombo,none
2022-02-08,Galle,none
2022-02-08,Gampaha,none
2022-02-08,Hambantota,none
2022-02-08,Jaffna,none
2022-02-08,Kalutara,none
2022-02-08,Kandy,none
2022-02-08,Kegalle,none
2022-02-08,Kilinochchi,none
2022-02-08,Kurunegala,none
2022-02-08,Mannar,none
2022-02-08,Matale,none
2022-02-08,Matara,none
2022-02-08,Monaragala,none
2022-02-08,Mullaitivu,none
2022-02-08,Nuwara Eliya,none
2022-02-08,Polonnaruwa,none
2022-02-08,Puttalam,none
2022-02-08,Ratnapura,none
2022-02-08,Trincomalee,none
2022-02-08,Vavuniya,none
2022-02-09,Ampara,none
2022-02-09,Anuradhapura,none
2022-02-09,Badulla,none
2022-02-09,Batticaloa,none
2022-02-09,Colombo,none
2022-02-09,Galle,none
2022-02-09,Gampaha,none
2022-02-09,Hambantota,none
2022-02-09,Jaffna,none
2022-02-09,Kalutara,none
2022-02-09,Kandy,none
2022-02-09,Kegalle,none
2022-02-09,Kilinochchi,none
2022-02-09,Kurunegala,none
2022-02-09,Mannar,none
2022-02-09,Matale,none
2022-02-09,Matara,none
2022-02-09,Monaragala,none
2022-02-09,Mullaitivu,none
2022-02-09,Nuwara Eliya,none
2022-02-09,Polonnaruwa,none
2022-02-09,Puttalam,none
2022-02-09,Ratnapura,none
2022-02-09,Trincomalee,none
2022-02-09,Vavuniya,none
2022-02-10,Ampara,none
2022-02-10,Anuradhapura,none
2022-02-10,Badulla,none
2022-02-10,Batticaloa,none
2022-02-10,Colombo,none
2022-02-10,Galle,none
2022-02-10,Gampaha,none
2022-02-10,Hambantota,none
2022-02-10,Jaffna,none
2022-02-10,Kalutara,none
2022-02-10,Kandy,none
2022-02-10,Kegalle,none
2022-02-10,Kilinochchi,none
2022-02-10,Kurunegala,none
2022-02-10,Mannar,none
2022-02-10,Matale,none
2022-02-10,Matara,none
2022-02-10,Monaragala,none
2022-02-10,Mullaitivu,none
2022-02-10,Nuwara Eliya,none
2022-02-10,Polonnaruwa,none
2022-02-10,Puttalam,none
2022-02-10,Ratnapura,none
2022-02-10,Trincomalee,none
2022-02-10,Vavuniya,none
2022-02-11,Ampara,none
2022-02-11,Anuradhapura,none
2022-02-11,Badulla,none
2022-02-11,Batticaloa,none
2022-02-11,Colombo,none
2022-02-11,Galle,none
2022-02-11,Gampaha,none
2022-02-11,Hambantota,none
2022-02-11,Jaffna,none
2022-02-11,Kalutara,none
2022-02-11,Kandy,none
2022-02-11,Kegalle,none
2022-02-11,Kilinochchi,none
2022-02-11,Kurunegala,none
2022-02-11,Mannar,none
2022-02-11,Matale,none
2022-02-11,Matara,none
2022-02-11,Monaragala,none
2022-02-11,Mullaitivu,none
2022-02-11,Nuwara Eliya,none
2022-02-11,Polonnaruwa,none
2022-02-11,Puttalam,none
2022-02-11,Ratnapura,none
2022-02-11,Trincomalee,none
2022-02-11,Vavuniya,none
2022-02-12,Ampara,none
2022-02-12,Anuradhapura,none
2022-02-12,Badulla,none
2022-02-12,Batticaloa,none
2022-02-12,Colombo,none
2022-02-12,Galle,none
2022-02-12,Gampaha,none
2022-02-12,Hambantota,none
2022-02-12,Jaffna,none
2022-02-12,Kalutara,none
2022-02-12,Kandy,none
2022-02-12,Kegalle,none
2022-02-12,Kilinochchi,none
2022-02-12,Kurunegala,none
2022-02-12,Mannar,none
2022-02-12,Matale,none
2022-02-12,Matara,none
2022-02-12,Monaragala,none
2022-02-12,Mullaitivu,none
2022-02-12,Nuwara Eliya,none
2022-02-12,Polonnaruwa,none
2022-02-12,Puttalam,none
2022-02-12,Ratnapura,none
2022-02-12,Trincomalee,none
2022-02-12,Vavuniya,none
2022-02-13,Ampara,none
2022-02-13,Anuradhapura,none
2022-02-13,Badulla,none
2022-02-13,Batticaloa,none
2022-02-13,Colombo,none
2022-02-13,Galle,none
2022-02-13,Gampaha,none
2022-02-13,Hambantota,none
2022-02-13,Jaffna,none
2022-02-13,Kalutara,none
2022-02-13,Kandy,none
2022-02-13,Kegalle,none
2022-02-13,Kilinochchi,none
2022-02-13,Kurunegala,none
2022-02-13,Mannar,none
2022-02-13,Matale,none
2022-02-13,Matara,none
2022-02-13,Monaragala,none
2022-02-13,Mullaitivu,none
2022-02-13,Nuwara Eliya,none
2022-02-13,Polonnaruwa,none
2022-02-13,Puttalam,none
2022-02-13,Ratnapura,none
2022-02-13,Trincomalee,none
2022-02-13,Vavuniya,none
2022-02-14,Ampara,none
2022-02-14,Anuradhapura,none
2022-02-14,Badulla,none
2022-02-14,Batticaloa,none
2022-02-14,Colombo,none
2022-02-14,Galle,none
2022-02-14,Gampaha,none
2022-02-14,Hambantota,none
2022-02-14,Jaffna,none
2022-02-14,Kalutara,none
2022-02-14,Kandy,none
2022-02-14,Kegalle,none
2022-02-14,Kilinochchi,none
2022-02-14,Kurunegala,none
2022-02-14,Mannar,none
2022-02-14,Matale,none
2022-02-14,Matara,none
2022-02-14,Monaragala,none
2022-02-14,Mullaitivu,none
2022-02-14,Nuwara Eliya,none
2022-02-14,Polonnaruwa,none
2022-02-14,Puttalam,none
2022-02-14,Ratnapura,none
2022-02-14,Trincomalee,none
2022-02-14,Vavuniya,none
2022-02-15,Ampara,none
2022-02-15,Anuradhapura,none
2022-02-15,Badulla,none
2022-02-15,Batticaloa,none
2022-02-15,Colombo,none
2022-02-15,Galle,none
2022-02-15,Gampaha,none
2022-02-15,Hambantota,none
2022-02-15,Jaffna,none
2022-02-15,Kalutara,none
2022-02-15,Kandy,none
2022-02-15,Kegalle,none
2022-02-15,Kilinochchi,none
2022-02-15,Kurunegala,none
2022-02-15,Mannar,none
2022-02-15,Matale,none
2022-02-15,Matara,none
2022-02-15,Monaragala,none
2022-02-15,Mullaitivu,none
2022-02-15,Nuwara Eliya,none
2022-02-15,Polonnaruwa,none
2022-02-15,Puttalam,none
2022-02-15,Ratnapura,none
2022-02-15,Trincomalee,none
2022-02-15,Vavuniya,none
2022-02-16,Ampara,none
2022-02-16,Anuradhapura,none
2022-02-16,Badulla,none
2022-02-16,Batticaloa,none
2022-02-16,Colombo,none
2022-02-16,Galle,none
2022-02-16,Gampaha,none
2022-02-16,Hambantota,none
2022-02-16,Jaffna,none
2022-02-16,Kalutara,none
2022-02-16,Kandy,none
2022-02-16,Kegalle,none
2022-02-16,Kilinochchi,none
2022-02-16,Kurunegala,none
2022-02-16,Mannar,none
2022-02-16,Matale,none
2022-02-16,Matara,none
2022-02-16,Monaragala,none
2022-02-16,Mullaitivu,none
2022-02-16,Nuwara Eliya,none
2022-02-16,Polonnaruwa,none
2022-02-16,Puttalam,none
2022-02-16,Ratnapura,none
2022-02-16,Trincomalee,none
2022-02-16,Vavuniya,none
2022-02-17,Ampara,none
2022-02-17,Anuradhapura,none
2022-02-17,Badulla,none
2022-02-17,Batticaloa,none
2022-02-17,Colombo,none
2022-02-17,Galle,none
2022-02-17,Gampaha,none
2022-02-17,Hambantota,none
2022-02-17,Jaffna,none
2022-02-17,Kalutara,none
2022-02-17,Kandy,none
2022-02-17,Kegalle,none
2022-02-17,Kilinochchi,none
2022-02-17,Kurunegala,none
2022-02-17,Mannar,none
2022-02-17,Matale,none
2022-02-17,Matara,none
2022-02-17,Monaragala,none
2022-02-17,Mullaitivu,none
2022-02-17,Nuwara Eliya,none
2022-02-17,Polonnaruwa,none
2022-02-17,Puttalam,none
2022-02-17,Ratnapura,none
2022-02-17,Trincomalee,none
2022-02-17,Vavuniya,none
2022-02-18,Ampara,none
2022-02-18,Anuradhapura,none
2022-02-18,Badulla,none
2022-02-18,Batticaloa,none
2022-02-18,Colombo,none
2022-02-18,Galle,none
2022-02-18,Gampaha,none
2022-02-18,Hambantota,none
2022-02-18,Jaffna,none
2022-02-18,Kalutara,none
2022-02-18,Kandy,none
2022-02-18,Kegalle,none
2022-02-18,Kilinochchi,none
2022-02-18,Kurunegala,none
2022-02-18,Mannar,none
2022-02-18,Matale,none
2022-02-18,Matara,none
2022-02-18,Monaragala,none
2022-02-18,Mullaitivu,none
2022-02-18,Nuwara Eliya,none
2022-02-18,Polonnaruwa,none
2022-02-18,Puttalam,none
2022-02-18,Ratnapura,none
2022-02-18,Trincomalee,none
2022-02-18,Vavuniya,none
2022-02-19,Ampara,none
2022-02-19,Anuradhapura,none
2022-02-19,Badulla,none
2022-02-19,Batticaloa,none
2022-02-19,Colombo,none
2022-02-19,Galle,none
2022-02-19,Gampaha,none
2022-02-19,Hambantota,none
2022-02-19,Jaffna,none
2022-02-19,Kalutara,none
2022-02-19,Kandy,none
2022-02-19,Kegalle,none
2022-02-19,Kilinochchi,none
2022-02-19,Kurunegala,none
2022-02-19,Mannar,none
2022-02-19,Matale,none
2022-02-19,Matara,none
2022-02-19,Monaragala,none
2022-02-19,Mullaitivu,none
2022-02-19,Nuwara Eliya,none
2022-02-19,Polonnaruwa,none
2022-02-19,Puttalam,none
2022-02-19,Ratnapura,none
2022-02-19,Trincomalee,none
2022-02-19,Vavuniya,none
2022-02-20,Ampara,none
2022-02-20,Anuradhapura,none
2022-02-20,Badulla,none
2022-02-20,Batticaloa,none
2022-02-20,Colombo,none
2022-02-20,Galle,none
2022-02-20,Gampaha,none
2022-02-20,Hambantota,none
2022-02-20,Jaffna,none
2022-02-20,Kalutara,none
2022-02-20,Kandy,none
2022-02-20,Kegalle,none
2022-02-20,Kilinochchi,none
2022-02-20,Kurunegala,none
2022-02-20,Mannar,none
2022-02-20,Matale,none
2022-02-20,Matara,none
2022-02-20,Monaragala,none
2022-02-20,Mullaitivu,none
2022-02-20,Nuwara Eliya,none
2022-02-20,Polonnaruwa,none
2022-02-20,Puttalam,none
2022-02-20,Ratnapura,none
2022-02-20,Trincomalee,none
2022-02-20,Vavuniya,none
2022-02-21,Ampara,none
2022-02-21,Anuradhapura,none
2022-02-21,Badulla,none
2022-02-21,Batticaloa,none
2022-02-21,Colombo,none
2022-02-21,Galle,none
2022-02-21,Gampaha,none
2022-02-21,Hambantota,none
2022-02-21,Jaffna,none
2022-02-21,Kalutara,none
2022-02-21,Kandy,none
2022-02-21,Kegalle,none
2022-02-21,Kilinochchi,none
2022-02-21,Kurunegala,none
2022-02-21,Mannar,none
2022-02-21,Matale,none
2022-02-21,Matara,none
2022-02-21,Monaragala,none
2022-02-21,Mullaitivu,none
2022-02-21,Nuwara Eliya,none
2022-02-21,Polonnaruwa,none
2022-02-21,Puttalam,none
2022-02-21,Ratnapura,none
2022-02-21,Trincomalee,none
2022-02-21,Vavuniya,none
2022-02-22,Ampara,none
2022-02-22,Anuradhapura,none
2022-02-22,Badulla,none
2022-02-22,Batticaloa,none
2022-02-22,Colombo,none
2022-02-22,Galle,none
2022-02-22,Gampaha,none
2022-02-22,Hambantota,none
2022-02-22,Jaffna,none
2022-02-22,Kalutara,none
2022-02-22,Kandy,none
2022-02-22,Kegalle,none
2022-02-22,Kilinochchi,none
2022-02-22,Kurunegala,none
2022-02-22,Mannar,none
2022-02-22,Matale,none
2022-02-22,Matara,none
2022-02-22,Monaragala,none
2022-02-22,Mullaitivu,none
2022-02-22,Nuwara Eliya,none
2022-02-22,Polonnaruwa,none
2022-02-22,Puttalam,none
2022-02-22,Ratnapura,none
2022-02-22,Trincomalee,none
2022-02-22,Vavuniya,none
2022-02-23,Ampara,none
2022-02-23,Anuradhapura,none
2022-02-23,Badulla,none
2022-02-23,Batticaloa,none
2022-02-23,Colombo,none
2022-02-23,Galle,none
2022-02-23,Gampaha,none
2022-02-23,Hambantota,none
2022-02-23,Jaffna,none
2022-02-23,Kalutara,none
2022-02-23,Kandy,none
2022-02-23,Kegalle,none
2022-02-23,Kilinochchi,none
2022-02-23,Kurunegala,none
2022-02-23,Mannar,none
2022-02-23,Matale,none
2022-02-23,Matara,none
2022-02-23,Monaragala,none
2022-02-23,Mullaitivu,none
2022-02-23,Nuwara Eliya,none
2022-02-23,Polonnaruwa,none
2022-02-23,Puttalam,none
2022-02-23,Ratnapura,none
2022-02-23,Trincomalee,none
2022-02-23,Vavuniya,none
2022-02-24,Ampara,none
2022-02-24,Anuradhapura,none
2022-02-24,Badulla,none
2022-02-24,Batticaloa,none
2022-02-24,Colombo,none
2022-02-24,Galle,none
2022-02-24,Gampaha,none
2022-02-24,Hambantota,none
2022-02-24,Jaffna,none
2022-02-24,Kalutara,none
2022-02-24,Kandy,none
2022-02-24,Kegalle,none
2022-02-24,Kilinochchi,none
2022-02-24,Kurunegala,none
2022-02-24,Mannar,none
2022-02-24,Matale,none
2022-02-24,Matara,none
2022-02-24,Monaragala,none
2022-02-24,Mullaitivu,none
2022-02-24,Nuwara Eliya,none
2022-02-24,Polonnaruwa,none
2022-02-24,Puttalam,none
2022-02-24,Ratnapura,none
2022-02-24,Trincomalee,none
2022-02-24,Vavuniya,none
2022-02-25,Ampara,none
2022-02-25,Anuradhapura,none
2022-02-25,Badulla,none
2022-02-25,Batticaloa,none
2022-02-25,Colombo,none
2022-02-25,Galle,none
2022-02-25,Gampaha,none
2022-02-25,Hambantota,none
2022-02-25,Jaffna,none
2022-02-25,Kalutara,none
2022-02-25,Kandy,none
2022-02-25,Kegalle,none
2022-02-25,Kilinochchi,none
2022-02-25,Kurunegala,none
2022-02-25,Mannar,none
2022-02-25,Matale,none
2022-02-25,Matara,none
2022-02-25,Monaragala,none
2022-02-25,Mullaitivu,none
2022-02-25,Nuwara Eliya,none
2022-02-25,Polonnaruwa,none
2022-02-25,Puttalam,none
2022-02-25,Ratnapura,none
2022-02-25,Trincomalee,none
2022-02-25,Vavuniya,none
2022-02-26,Ampara,none
2022-02-26,Anuradhapura,none
2022-02-26,Badulla,none
2022-02-26,Batticaloa,none
2022-02-26,Colombo,none
2022-02-26,Galle,none
2022-02-26,Gampaha,none
2022-02-26,Hambantota,none
2022-02-26,Jaffna,none
2022-02-26,Kalutara,none
2022-02-26,Kandy,none
2022-02-26,Kegalle,none
2022-02-26,Kilinochchi,none
2022-02-26,Kurunegala,none
2022-02-26,Mannar,none
2022-02-26,Matale,none
2022-02-26,Matara,none
2022-02-26,Monaragala,none
2022-02-26,Mullaitivu,none
2022-02-26,Nuwara Eliya,none
2022-02-26,Polonnaruwa,none
2022-02-26,Puttalam,none
2022-02-26,Ratnapura,none
2022-02-26,Trincomalee,none
2022-02-26,Vavuniya,none
2022-02-27,Ampara,none
2022-02-27,Anuradhapura,none
2022-02-27,Badulla,none
2022-02-27,Batticaloa,none
2022-02-27,Colombo,none
2022-02-27,Galle,none
2022-02-27,Gampaha,none
2022-02-27,Hambantota,none
2022-02-27,Jaffna,none
2022-02-27,Kalutara,none
2022-02-27,Kandy,none
2022-02-27,Kegalle,none
2022-02-27,Kilinochchi,none
2022-02-27,Kurunegala,none
2022-02-27,Mannar,none
2022-02-27,Matale,none
2022-02-27,Matara,none
2022-02-27,Monaragala,none
2022-02-27,Mullaitivu,none
2022-02-27,Nuwara Eliya,none
2022-02-27,Polonnaruwa,none
2022-02-27,Puttalam,none
2022-02-27,Ratnapura,none
2022-02-27,Trincomalee,none
2022-02-27,Vavuniya,none
2022-02-28,Ampara,none
2022-02-28,Anuradhapura,none
2022-02-28,Badulla,none
2022-02-28,Batticaloa,none
2022-02-28,Colombo,none
2022-02-28,Galle,none
2022-02-28,Gampaha,none
2022-02-28,Hambantota,none
2022-02-28,Jaffna,none
2022-02-28,Kalutara,none
2022-02-28,Kandy,none
2022-02-28,Kegalle,none
2022-02-28,Kilinochchi,none
2022-02-28,Kurunegala,none
2022-02-28,Mannar,none
2022-02-28,Matale,none
2022-02-28,Matara,none
2022-02-28,Monaragala,none
2022-02-28,Mullaitivu,none
2022-02-28,Nuwara Eliya,none
2022-02-28,Polonnaruwa,none
2022-02-28,Puttalam,none
2022-02-28,Ratnapura,none
2022-02-28,Trincomalee,none
2022-02-28,Vavuniya,none
2022-03-01,Ampara,none
2022-03-01,Anuradhapura,none
2022-03-01,Badulla,none
2022-03-01,Batticaloa,none
2022-03-01,Colombo,none
2022-03-01,Galle,none
2022-03-01,Gampaha,none
2022-03-01,Hambantota,none
2022-03-01,Jaffna,none
2022-03-01,Kalutara,none
2022-03-01,Kandy,none
2022-03-01,Kegalle,none
2022-03-01,Kilinochchi,none
2022-03-01,Kurunegala,none
2022-03-01,Mannar,none
2022-03-01,Matale,none
2022-03-01,Matara,none
2022-03-01,Monaragala,none
2022-03-01,Mullaitivu,none
2022-03-01,Nuwara Eliya,none
2022-03-01,Polonnaruwa,none
2022-03-01,Puttalam,none
2022-03-01,Ratnapura,none
2022-03-01,Trincomalee,none
2022-03-01,Vavuniya,none
2022-03-02,Ampara,none
2022-03-02,Anuradhapura,none
2022-03-02,Badulla,none
2022-03-02,Batticaloa,none
2022-03-02,Colombo,none
2022-03-02,Galle,none
2022-03-02,Gampaha,none
2022-03-02,Hambantota,none
2022-03-02,Jaffna,none
2022-03-02,Kalutara,none
2022-03-02,Kandy,none
2022-03-02,Kegalle,none
2022-03-02,Kilinochchi,none
2022-03-02,Kurunegala,none
2022-03-02,Mannar,none
2022-03-02,Matale,none
2022-03-02,Matara,none
2022-03-02,Monaragala,none
2022-03-02,Mullaitivu,none
2022-03-02,Nuwara Eliya,none
2022-03-02,Polonnaruwa,none
2022-03-02,Puttalam,none
2022-03-02,Ratnapura,none
2022-03-02,Trincomalee,none
2022-03-02,Vavuniya,none
2022-03-03,Ampara,none
2022-03-03,Anuradhapura,none
2022-03-03,Badulla,none
2022-03-03,Batticaloa,none
2022-03-03,Colombo,none
2022-03-03,Galle,none
2022-03-03,Gampaha,none
2022-03-03,Hambantota,none
2022-03-03,Jaffna,none
2022-03-03,Kalutara,none
2022-03-03,Kandy,none
2022-03-03,Kegalle,none
2022-03-03,Kilinochchi,none
2022-03-03,Kurunegala,none
2022-03-03,Mannar,none
2022-03-03,Matale,none
2022-03-03,Matara,none
2022-03-03,Monaragala,none
2022-03-03,Mullaitivu,none
2022-03-03,Nuwara Eliya,none
2022-03-03,Polonnaruwa,none
2022-03-03,Puttalam,none
2022-03-03,Ratnapura,none
2022-03-03,Trincomalee,none
2022-03-03,Vavuniya,none
2022-03-04,Ampara,none
2022-03-04,Anuradhapura,none
2022-03-04,Badulla,none
2022-03-04,Batticaloa,none
2022-03-04,Colombo,none
2022-03-04,Galle,none
2022-03-04,Gampaha,none
2022-03-04,Hambantota,none
2022-03-04,Jaffna,none
2022-03-04,Kalutara,none
2022-03-04,Kandy,none
2022-03-04,Kegalle,none
2022-03-04,Kilinochchi,none
2022-03-04,Kurunegala,none
2022-03-04,Mannar,none
2022-03-04,Matale,none
2022-03-04,Matara,none
2022-03-04,Monaragala,none
2022-03-04,Mullaitivu,none
2022-03-04,Nuwara Eliya,none
2022-03-04,Polonnaruwa,none
2022-03-04,Puttalam,none
2022-03-04,Ratnapura,none
2022-03-04,Trincomalee,none
2022-03-04,Vavuniya,none
2022-03-05,Ampara,none
2022-03-05,Anuradhapura,none
2022-03-05,Badulla,none
2022-03-05,Batticaloa,none
2022-03-05,Colombo,none
2022-03-05,Galle,none
2022-03-05,Gampaha,none
2022-03-05,Hambantota,none
2022-03-05,Jaffna,none
2022-03-05,Kalutara,none
2022-03-05,Kandy,none
2022-03-05,Kegalle,none
2022-03-05,Kilinochchi,none
2022-03-05,Kurunegala,none
2022-03-05,Mannar,none
2022-03-05,Matale,none
2022-03-05,Matara,none
2022-03-05,Monaragala,none
2022-03-05,Mullaitivu,none
2022-03-05,Nuwara Eliya,none
2022-03-05,Polonnaruwa,none
2022-03-05,Puttalam,none
2022-03-05,Ratnapura,none
2022-03-05,Trincomalee,none
2022-03-05,Vavuniya,none
2022-03-06,Ampara,none
2022-03-06,Anuradhapura,none
2022-03-06,Badulla,none
2022-03-06,Batticaloa,none
2022-03-06,Colombo,none
2022-03-06,Galle,none
2022-03-06,Gampaha,none
2022-03-06,Hambantota,none
2022-03-06,Jaffna,none
2022-03-06,Kalutara,none
2022-03-06,Kandy,none
2022-03-06,Kegalle,none
2022-03-06,Kilinochchi,none
2022-03-06,Kurunegala,none
2022-03-06,Mannar,none
2022-03-06,Matale,none
2022-03-06,Matara,none
2022-03-06,Monaragala,none
2022-03-06,Mullaitivu,none
2022-03-06,Nuwara Eliya,none
2022-03-06,Polonnaruwa,none
2022-03-06,Puttalam,none
2022-03-06,Ratnapura,none
2022-03-06,Trincomalee,none
2022-03-06,Vavuniya,none
2022-03-07,Ampara,none
2022-03-07,Anuradhapura,none
2022-03-07,Badulla,none
2022-03-07,Batticaloa,none
2022-03-07,Colombo,none
2022-03-07,Galle,none
2022-03-07,Gampaha,none
2022-03-07,Hambantota,none
2022-03-07,Jaffna,none
2022-03-07,Kalutara,none
2022-03-07,Kandy,none
2022-03-07,Kegalle,none
2022-03-07,Kilinochchi,none
2022-03-07,Kurunegala,none
2022-03-07,Mannar,none
2022-03-07,Matale,none
2022-03-07,Matara,none
2022-03-07,Monaragala,none
2022-03-07,Mullaitivu,none
2022-03-07,Nuwara Eliya,none
2022-03-07,Polonnaruwa,none
2022-03-07,Puttalam,none
2022-03-07,Ratnapura,none
2022-03-07,Trincomalee,none
2022-03-07,Vavuniya,none
2022-03-08,Ampara,none
2022-03-08,Anuradhapura,none
2022-03-08,Badulla,none
2022-03-08,Batticaloa,none
2022-03-08,Colombo,none
2022-03-08,Galle,none
2022-03-08,Gampaha,none
2022-03-08,Hambantota,none
2022-03-08,Jaffna,none
2022-03-08,Kalutara,none
2022-03-08,Kandy,none
2022-03-08,Kegalle,none
2022-03-08,Kilinochchi,none
2022-03-08,Kurunegala,none
2022-03-08,Mannar,none
2022-03-08,Matale,none
2022-03-08,Matara,none
2022-03-08,Monaragala,none
2022-03-08,Mullaitivu,none
2022-03-08,Nuwara Eliya,none
2022-03-08,Polonnaruwa,none
2022-03-08,Puttalam,none
2022-03-08,Ratnapura,none
2022-03-08,Trincomalee,none
2022-03-08,Vavuniya,none
2022-03-09,Ampara,none
2022-03-09,Anuradhapura,none
2022-03-09,Badulla,none
2022-03-09,Batticaloa,none
2022-03-09,Colombo,none
2022-03-09,Galle,none
2022-03-09,Gampaha,none
2022-03-09,Hambantota,none
2022-03-09,Jaffna,none
2022-03-09,Kalutara,none
2022-03-09,Kandy,none
2022-03-09,Kegalle,none
2022-03-09,Kilinochchi,none
2022-03-09,Kurunegala,none
2022-03-09,Mannar,none
2022-03-09,Matale,none
2022-03-09,Matara,none
2022-03-09,Monaragala,none
2022-03-09,Mullaitivu,none
2022-03-09,Nuwara Eliya,none
2022-03-09,Polonnaruwa,none
2022-03-09,Puttalam,none
2022-03-09,Ratnapura,none
2022-03-09,Trincomalee,none
2022-03-09,Vavuniya,none
2022-03-10,Ampara,none
2022-03-10,Anuradhapura,none
2022-03-10,Badulla,none
2022-03-10,Batticaloa,none
2022-03-10,Colombo,none
2022-03-10,Galle,none
2022-03-10,Gampaha,none
2022-03-10,Hambantota,none
2022-03-10,Jaffna,none
2022-03-10,Kalutara,none
2022-03-10,Kandy,none
2022-03-10,Kegalle,none
2022-03-10,Kilinochchi,none
2022-03-10,Kurunegala,none
2022-03-10,Mannar,none
2022-03-10,Matale,none
2022-03-10,Matara,none
2022-03-10,Monaragala,none
2022-03-10,Mullaitivu,none
2022-03-10,Nuwara Eliya,none
2022-03-10,Polonnaruwa,none
2022-03-10,Puttalam,none
2022-03-10,Ratnapura,none
2022-03-10,Trincomalee,none
2022-03-10,Vavuniya,none
2022-03-11,Ampara,none
2022-03-11,Anuradhapura,none
2022-03-11,Badulla,none
2022-03-11,Batticaloa,none
2022-03-11,Colombo,none
2022-03-11,Galle,none
2022-03-11,Gampaha,none
2022-03-11,Hambantota,none
2022-03-11,Jaffna,none
2022-03-11,Kalutara,none
2022-03-11,Kandy,none
2022-03-11,Kegalle,none
2022-03-11,Kilinochchi,none
2022-03-11,Kurunegala,none
2022-03-11,Mannar,none
2022-03-11,Matale,none
2022-03-11,Matara,none
2022-03-11,Monaragala,none
2022-03-11,Mullaitivu,none
2022-03-11,Nuwara Eliya,none
2022-03-11,Polonnaruwa,none
2022-03-11,Puttalam,none
2022-03-11,Ratnapura,none
2022-03-11,Trincomalee,none
2022-03-11,Vavuniya,none
2022-03-12,Ampara,none
2022-03-12,Anuradhapura,none
2022-03-12,Badulla,none
2022-03-12,Batticaloa,none
2022-03-12,Colombo,none
2022-03-12,Galle,none
2022-03-12,Gampaha,none
2022-03-12,Hambantota,none
2022-03-12,Jaffna,none
2022-03-12,Kalutara,none
2022-03-12,Kandy,none
2022-03-12,Kegalle,none
2022-03-12,Kilinochchi,none
2022-03-12,Kurunegala,none
2022-03-12,Mannar,none
2022-03-12,Matale,none
2022-03-12,Matara,none
2022-03-12,Monaragala,none
2022-03-12,Mullaitivu,none
2022-03-12,Nuwara Eliya,none
2022-03-12,Polonnaruwa,none
2022-03-12,Puttalam,none
2022-03-12,Ratnapura,none
2022-03-12,Trincomalee,none
2022-03-12,Vavuniya,none
2022-03-13,Ampara,none
2022-03-13,Anuradhapura,none
